rank,candidate_id,candidate_name,final_fit_score,similarity_score,required_skill_score,important_skill_score,matched_required_skills,matched_important_skills,missing_required_skills
693,KG_01046,Kaggle Candidate 1046,9.65,0.13,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
694,KG_02067,Kaggle Candidate 2067,9.65,0.13,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
695,KG_00201,Kaggle Candidate 201,9.6,0.03,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
696,KG_00231,Kaggle Candidate 231,8.77,5.87,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
697,KG_00295,Kaggle Candidate 295,8.6,5.53,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
698,KG_02308,Kaggle Candidate 2308,8.52,2.03,0,50,,"a/b testing, communication","data cleaning, data visualization, excel, sql, statistics, tableau"
699,KG_01323,Kaggle Candidate 1323,8.26,4.85,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
700,KG_02220,Kaggle Candidate 2220,8.21,4.75,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
701,KG_00738,Kaggle Candidate 738,8.01,4.35,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
702,KG_00688,Kaggle Candidate 688,7.95,4.24,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
703,KG_00299,Kaggle Candidate 299,7.89,0.79,0,50,,"communication, python","data cleaning, data visualization, excel, sql, statistics, tableau"
704,KG_02229,Kaggle Candidate 2229,7.63,3.6,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
705,KG_00779,Kaggle Candidate 779,7.55,3.44,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
706,KG_01741,Kaggle Candidate 1741,7.53,3.4,16.67,0,tableau,,"data cleaning, data visualization, excel, sql, statistics"
707,KG_01625,Kaggle Candidate 1625,7.5,3.33,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
708,KG_01128,Kaggle Candidate 1128,7.47,3.28,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
709,KG_01882,Kaggle Candidate 1882,7.45,3.24,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
710,KG_01865,Kaggle Candidate 1865,7.41,3.14,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
711,KG_01137,Kaggle Candidate 1137,7.37,3.06,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
712,KG_00282,Kaggle Candidate 282,7.35,3.03,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
713,KG_00988,Kaggle Candidate 988,7.34,3.02,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
714,KG_01187,Kaggle Candidate 1187,7.31,2.96,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
715,KG_00617,Kaggle Candidate 617,7.28,2.9,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
716,KG_01512,Kaggle Candidate 1512,7.22,2.77,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
717,KG_01487,Kaggle Candidate 1487,7.18,2.69,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
718,KG_00121,Kaggle Candidate 121,7.18,2.7,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
719,KG_00302,Kaggle Candidate 302,7.16,2.65,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
720,KG_02230,Kaggle Candidate 2230,7.13,2.59,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
721,KG_01240,Kaggle Candidate 1240,7.09,2.52,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
722,KG_00943,Kaggle Candidate 943,7.08,2.5,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
723,KG_01573,Kaggle Candidate 1573,7.05,2.43,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
724,KG_01531,Kaggle Candidate 1531,7.05,2.44,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
725,KG_00539,Kaggle Candidate 539,7.04,2.41,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
726,KG_01598,Kaggle Candidate 1598,7.02,2.37,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
727,KG_01582,Kaggle Candidate 1582,7.02,2.37,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
728,KG_00973,Kaggle Candidate 973,7.02,2.38,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
729,KG_02151,Kaggle Candidate 2151,7.01,2.35,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
730,KG_01530,Kaggle Candidate 1530,7.01,2.35,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
731,KG_02176,Kaggle Candidate 2176,7.01,2.35,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
732,KG_00742,Kaggle Candidate 742,6.99,2.31,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
733,KG_00281,Kaggle Candidate 281,6.98,2.28,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
734,KG_01428,Kaggle Candidate 1428,6.98,2.3,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
735,KG_00005,Kaggle Candidate 5,6.97,2.28,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
736,KG_01138,Kaggle Candidate 1138,6.97,2.27,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
737,KG_00747,Kaggle Candidate 747,6.97,2.28,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
738,KG_00103,Kaggle Candidate 103,6.96,2.25,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
739,KG_01164,Kaggle Candidate 1164,6.95,2.24,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
740,KG_00300,Kaggle Candidate 300,6.92,2.18,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
741,KG_01580,Kaggle Candidate 1580,6.91,2.15,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
742,KG_00545,Kaggle Candidate 545,6.9,2.13,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
743,KG_01211,Kaggle Candidate 1211,6.87,2.08,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
744,KG_02216,Kaggle Candidate 2216,6.87,2.07,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
745,KG_00493,Kaggle Candidate 493,6.86,2.06,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
746,KG_00275,Kaggle Candidate 275,6.86,2.05,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
747,KG_00612,Kaggle Candidate 612,6.85,2.03,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
748,KG_00554,Kaggle Candidate 554,6.84,2.01,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
749,KG_00945,Kaggle Candidate 945,6.84,2.02,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
750,KG_00221,Kaggle Candidate 221,6.84,2.02,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
751,KG_00755,Kaggle Candidate 755,6.84,2.01,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
752,KG_00205,Kaggle Candidate 205,6.83,1.99,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
753,KG_01029,Kaggle Candidate 1029,6.83,1.99,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
754,KG_00953,Kaggle Candidate 953,6.83,1.99,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
755,KG_02225,Kaggle Candidate 2225,6.83,1.99,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
756,KG_01839,Kaggle Candidate 1839,6.82,1.97,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
757,KG_00569,Kaggle Candidate 569,6.82,1.97,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
758,KG_02313,Kaggle Candidate 2313,6.81,1.96,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
759,KG_02194,Kaggle Candidate 2194,6.81,1.96,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
760,KG_00613,Kaggle Candidate 613,6.8,1.94,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
761,KG_01560,Kaggle Candidate 1560,6.79,1.91,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
762,KG_02245,Kaggle Candidate 2245,6.78,1.89,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
763,KG_00243,Kaggle Candidate 243,6.77,1.87,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
764,KG_02038,Kaggle Candidate 2038,6.77,1.87,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
765,KG_00723,Kaggle Candidate 723,6.76,1.86,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
766,KG_01575,Kaggle Candidate 1575,6.73,1.79,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
767,KG_01389,Kaggle Candidate 1389,6.72,1.77,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
768,KG_00558,Kaggle Candidate 558,6.71,1.75,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
769,KG_00226,Kaggle Candidate 226,6.71,1.75,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
770,KG_01634,Kaggle Candidate 1634,6.71,1.75,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
771,KG_00957,Kaggle Candidate 957,6.7,1.73,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
772,KG_01845,Kaggle Candidate 1845,6.7,1.73,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
773,KG_00616,Kaggle Candidate 616,6.7,1.74,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
774,KG_01815,Kaggle Candidate 1815,6.7,1.73,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
775,KG_00964,Kaggle Candidate 964,6.69,1.72,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
776,KG_00033,Kaggle Candidate 33,6.68,1.69,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
777,KG_00932,Kaggle Candidate 932,6.68,1.69,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
778,KG_01202,Kaggle Candidate 1202,6.67,1.67,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
779,KG_00074,Kaggle Candidate 74,6.67,1.68,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
780,KG_02373,Kaggle Candidate 2373,6.66,1.65,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
781,KG_00083,Kaggle Candidate 83,6.66,1.66,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
782,KG_00097,Kaggle Candidate 97,6.66,1.65,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
783,KG_00543,Kaggle Candidate 543,6.66,1.65,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
784,KG_00939,Kaggle Candidate 939,6.65,1.63,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
785,KG_00093,Kaggle Candidate 93,6.65,1.64,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
786,KG_00571,Kaggle Candidate 571,6.64,5.78,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
787,KG_00640,Kaggle Candidate 640,6.64,1.61,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
788,KG_02161,Kaggle Candidate 2161,6.63,1.6,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
789,KG_00906,Kaggle Candidate 906,6.62,1.58,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
790,KG_01214,Kaggle Candidate 1214,6.62,1.57,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
791,KG_01278,Kaggle Candidate 1278,6.62,1.56,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
792,KG_01536,Kaggle Candidate 1536,6.62,5.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
793,KG_00551,Kaggle Candidate 551,6.61,1.55,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
794,KG_00486,Kaggle Candidate 486,6.61,1.56,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
795,KG_02246,Kaggle Candidate 2246,6.61,1.56,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
796,KG_01493,Kaggle Candidate 1493,6.61,1.55,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
797,KG_00791,Kaggle Candidate 791,6.6,1.53,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
798,KG_01844,Kaggle Candidate 1844,6.6,1.54,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
799,KG_01167,Kaggle Candidate 1167,6.59,1.51,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
800,KG_01690,Kaggle Candidate 1690,6.59,1.52,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
801,KG_00986,Kaggle Candidate 986,6.58,1.5,16.67,0,sql,,"data cleaning, data visualization, excel, statistics, tableau"
802,KG_00066,Kaggle Candidate 66,6.57,1.47,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
803,KG_01915,Kaggle Candidate 1915,6.57,1.47,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
804,KG_01517,Kaggle Candidate 1517,6.57,1.47,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
805,KG_00754,Kaggle Candidate 754,6.57,1.48,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
806,KG_00124,Kaggle Candidate 124,6.57,1.48,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
807,KG_00047,Kaggle Candidate 47,6.55,1.43,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
808,KG_01515,Kaggle Candidate 1515,6.55,1.43,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
809,KG_01739,Kaggle Candidate 1739,6.55,1.43,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
810,KG_02172,Kaggle Candidate 2172,6.55,1.43,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
811,KG_01551,Kaggle Candidate 1551,6.54,1.41,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
812,KG_02440,Kaggle Candidate 2440,6.54,1.41,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
813,KG_01334,Kaggle Candidate 1334,6.53,1.38,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
814,KG_00485,Kaggle Candidate 485,6.53,1.4,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
815,KG_02236,Kaggle Candidate 2236,6.53,1.39,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
816,KG_01499,Kaggle Candidate 1499,6.52,1.37,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
817,KG_00992,Kaggle Candidate 992,6.52,1.38,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
818,KG_01703,Kaggle Candidate 1703,6.52,1.37,16.67,0,statistics,,"data cleaning, data visualization, excel, sql, tableau"
819,KG_01584,Kaggle Candidate 1584,6.51,1.35,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
820,KG_01492,Kaggle Candidate 1492,6.51,1.36,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
821,KG_01993,Kaggle Candidate 1993,6.51,1.36,16.67,0,excel,,"data cleaning, data visualization, sql, statistics, tableau"
